"","variable","activity_name","subject_id","value"
"4152","fBodyAcc-std()-X","WALKING_DOWNSTAIRS",9,0.250488758869048
"4153","fBodyAcc-std()-Y","WALKING_DOWNSTAIRS",9,-0.273561385142857
"4154","fBodyAcc-std()-Z","WALKING_DOWNSTAIRS",9,-0.0349494927142857
"4155","fBodyAcc-meanFreq()-X","WALKING_DOWNSTAIRS",9,-0.440633905714286
"4156","fBodyAcc-meanFreq()-Y","WALKING_DOWNSTAIRS",9,0.0625058243738095
"4157","fBodyAcc-meanFreq()-Z","WALKING_DOWNSTAIRS",9,-0.0424266601952381
"4158","fBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",9,-0.0645354342404762
"4159","fBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",9,-0.313643041809524
"4160","fBodyAccJerk-mean()-Z","WALKING_DOWNSTAIRS",9,-0.293677789595238
"4161","fBodyAccJerk-std()-X","WALKING_DOWNSTAIRS",9,0.00938224337142857
"4162","fBodyAccJerk-std()-Y","WALKING_DOWNSTAIRS",9,-0.355981821428571
"4163","fBodyAccJerk-std()-Z","WALKING_DOWNSTAIRS",9,-0.425377408333333
"4164","fBodyAccJerk-meanFreq()-X","WALKING_DOWNSTAIRS",9,-0.43402213
"4165","fBodyAccJerk-meanFreq()-Y","WALKING_DOWNSTAIRS",9,-0.232042826333571
"4166","fBodyAccJerk-meanFreq()-Z","WALKING_DOWNSTAIRS",9,-0.330318261928571
"4167","fBodyGyro-mean()-X","WALKING_DOWNSTAIRS",9,-0.325042890904762
"4168","fBodyGyro-mean()-Y","WALKING_DOWNSTAIRS",9,-0.312512195452381
"4169","fBodyGyro-mean()-Z","WALKING_DOWNSTAIRS",9,-0.250686586719048
"4170","fBodyGyro-std()-X","WALKING_DOWNSTAIRS",9,-0.423558773952381
"4171","fBodyGyro-std()-Y","WALKING_DOWNSTAIRS",9,-0.364282565714286
"4172","fBodyGyro-std()-Z","WALKING_DOWNSTAIRS",9,-0.356561471714286
"4173","fBodyGyro-meanFreq()-X","WALKING_DOWNSTAIRS",9,-0.165224231566667
"4174","fBodyGyro-meanFreq()-Y","WALKING_DOWNSTAIRS",9,-0.00351697116904762
"4175","fBodyGyro-meanFreq()-Z","WALKING_DOWNSTAIRS",9,-0.115191992546667
"4176","fBodyAccMag-mean()","WALKING_DOWNSTAIRS",9,0.222203941
"4177","fBodyAccMag-std()","WALKING_DOWNSTAIRS",9,0.0888671674047619
"4178","fBodyAccMag-meanFreq()","WALKING_DOWNSTAIRS",9,-0.0498273898880952
"4179","fBodyBodyAccJerkMag-mean()","WALKING_DOWNSTAIRS",9,0.00716877883571429
"4180","fBodyBodyAccJerkMag-std()","WALKING_DOWNSTAIRS",9,0.0705526138333333
"4181","fBodyBodyAccJerkMag-meanFreq()","WALKING_DOWNSTAIRS",9,-0.0824504599928571
"4182","fBodyBodyGyroMag-mean()","WALKING_DOWNSTAIRS",9,-0.347540226666667
"4183","fBodyBodyGyroMag-std()","WALKING_DOWNSTAIRS",9,-0.424170737142857
"4184","fBodyBodyGyroMag-meanFreq()","WALKING_DOWNSTAIRS",9,0.0656782201880952
"4185","fBodyBodyGyroJerkMag-mean()","WALKING_DOWNSTAIRS",9,-0.463172053809524
"4186","fBodyBodyGyroJerkMag-std()","WALKING_DOWNSTAIRS",9,-0.485158906904762
"4187","fBodyBodyGyroJerkMag-meanFreq()","WALKING_DOWNSTAIRS",9,0.132021014566667
"4188","tBodyAcc-mean()-X","WALKING_UPSTAIRS",9,0.262436475714286
"4189","tBodyAcc-mean()-Y","WALKING_UPSTAIRS",9,-0.0195101099975714
"4190","tBodyAcc-mean()-Z","WALKING_UPSTAIRS",9,-0.125219003959184
"4191","tBodyAcc-std()-X","WALKING_UPSTAIRS",9,-0.36144437755102
"4192","tBodyAcc-std()-Y","WALKING_UPSTAIRS",9,-0.302206203816327
"4193","tBodyAcc-std()-Z","WALKING_UPSTAIRS",9,-0.253434083542857
"4194","tGravityAcc-mean()-X","WALKING_UPSTAIRS",9,0.902647777755102
"4195","tGravityAcc-mean()-Y","WALKING_UPSTAIRS",9,-0.0377947824285714
"4196","tGravityAcc-mean()-Z","WALKING_UPSTAIRS",9,-0.266009866857143
"4197","tGravityAcc-std()-X","WALKING_UPSTAIRS",9,-0.954383557142857
"4198","tGravityAcc-std()-Y","WALKING_UPSTAIRS",9,-0.901317321632653
"4199","tGravityAcc-std()-Z","WALKING_UPSTAIRS",9,-0.89407107877551
"4200","tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",9,0.0692266245755102
"4201","tBodyAccJerk-mean()-Y","WALKING_UPSTAIRS",9,0.00126612218367347
"4202","tBodyAccJerk-mean()-Z","WALKING_UPSTAIRS",9,0.00766046602367347
"4203","tBodyAccJerk-std()-X","WALKING_UPSTAIRS",9,-0.335291644693878
"4204","tBodyAccJerk-std()-Y","WALKING_UPSTAIRS",9,-0.586147012244898
"4205","tBodyAccJerk-std()-Z","WALKING_UPSTAIRS",9,-0.647296002040816
"4206","tBodyGyro-mean()-X","WALKING_UPSTAIRS",9,-0.16396719
"4207","tBodyGyro-mean()-Y","WALKING_UPSTAIRS",9,-0.0412587909579592
"4208","tBodyGyro-mean()-Z","WALKING_UPSTAIRS",9,0.14569462592449
"4209","tBodyGyro-std()-X","WALKING_UPSTAIRS",9,-0.343976630734694
"4210","tBodyGyro-std()-Y","WALKING_UPSTAIRS",9,-0.400859067959184
"4211","tBodyGyro-std()-Z","WALKING_UPSTAIRS",9,-0.138176481058776
"4212","tBodyGyroJerk-mean()-X","WALKING_UPSTAIRS",9,-0.0684689593355102
"4213","tBodyGyroJerk-mean()-Y","WALKING_UPSTAIRS",9,-0.0302797452408163
"4214","tBodyGyroJerk-mean()-Z","WALKING_UPSTAIRS",9,-0.0236327911183673
"4215","tBodyGyroJerk-std()-X","WALKING_UPSTAIRS",9,-0.660419534285714
"4216","tBodyGyroJerk-std()-Y","WALKING_UPSTAIRS",9,-0.708604774693878
"4217","tBodyGyroJerk-std()-Z","WALKING_UPSTAIRS",9,-0.65711420122449
"4218","tBodyAccMag-mean()","WALKING_UPSTAIRS",9,-0.260727581428571
"4219","tBodyAccMag-std()","WALKING_UPSTAIRS",9,-0.400222037142857
"4220","tGravityAccMag-mean()","WALKING_UPSTAIRS",9,-0.260727581428571
"4221","tGravityAccMag-std()","WALKING_UPSTAIRS",9,-0.400222037142857
"4222","tBodyAccJerkMag-mean()","WALKING_UPSTAIRS",9,-0.440667540204082
"4223","tBodyAccJerkMag-std()","WALKING_UPSTAIRS",9,-0.445485397959184
"4224","tBodyGyroMag-mean()","WALKING_UPSTAIRS",9,-0.0833234490061224
"4225","tBodyGyroMag-std()","WALKING_UPSTAIRS",9,-0.425839761428571
"4226","tBodyGyroJerkMag-mean()","WALKING_UPSTAIRS",9,-0.672840561836735
"4227","tBodyGyroJerkMag-std()","WALKING_UPSTAIRS",9,-0.748651255510204
"4228","fBodyAcc-mean()-X","WALKING_UPSTAIRS",9,-0.342735952653061
"4229","fBodyAcc-mean()-Y","WALKING_UPSTAIRS",9,-0.405022798163265
"4230","fBodyAcc-mean()-Z","WALKING_UPSTAIRS",9,-0.384710423408163
"4231","fBodyAcc-std()-X","WALKING_UPSTAIRS",9,-0.369815777346939
"4232","fBodyAcc-std()-Y","WALKING_UPSTAIRS",9,-0.297641062755102
"4233","fBodyAcc-std()-Z","WALKING_UPSTAIRS",9,-0.244081808302041
"4234","fBodyAcc-meanFreq()-X","WALKING_UPSTAIRS",9,-0.341219678720408
"4235","fBodyAcc-meanFreq()-Y","WALKING_UPSTAIRS",9,-0.247086151469388
"4236","fBodyAcc-meanFreq()-Z","WALKING_UPSTAIRS",9,-0.215203992816327
"4237","fBodyAccJerk-mean()-X","WALKING_UPSTAIRS",9,-0.402044750408163
"4238","fBodyAccJerk-mean()-Y","WALKING_UPSTAIRS",9,-0.608498592040816
"4239","fBodyAccJerk-mean()-Z","WALKING_UPSTAIRS",9,-0.615125710612245
"4240","fBodyAccJerk-std()-X","WALKING_UPSTAIRS",9,-0.327421989591837
"4241","fBodyAccJerk-std()-Y","WALKING_UPSTAIRS",9,-0.590112916530612
"4242","fBodyAccJerk-std()-Z","WALKING_UPSTAIRS",9,-0.677831082857143
"4243","fBodyAccJerk-meanFreq()-X","WALKING_UPSTAIRS",9,-0.427211088244898
"4244","fBodyAccJerk-meanFreq()-Y","WALKING_UPSTAIRS",9,-0.52927597244898
"4245","fBodyAccJerk-meanFreq()-Z","WALKING_UPSTAIRS",9,-0.547022216326531
"4246","fBodyGyro-mean()-X","WALKING_UPSTAIRS",9,-0.313941631326531
"4247","fBodyGyro-mean()-Y","WALKING_UPSTAIRS",9,-0.499159202857143
"4248","fBodyGyro-mean()-Z","WALKING_UPSTAIRS",9,-0.327698671183673
"4249","fBodyGyro-std()-X","WALKING_UPSTAIRS",9,-0.361626377102041
"4250","fBodyGyro-std()-Y","WALKING_UPSTAIRS",9,-0.352033091612245
"4251","fBodyGyro-std()-Z","WALKING_UPSTAIRS",9,-0.165554554220408
"4252","fBodyGyro-meanFreq()-X","WALKING_UPSTAIRS",9,-0.284881768510204
"4253","fBodyGyro-meanFreq()-Y","WALKING_UPSTAIRS",9,-0.414946340204082
"4254","fBodyGyro-meanFreq()-Z","WALKING_UPSTAIRS",9,-0.507490866734694
"4255","fBodyAccMag-mean()","WALKING_UPSTAIRS",9,-0.372890348979592
"4256","fBodyAccMag-std()","WALKING_UPSTAIRS",9,-0.509929461428571
"4257","fBodyAccMag-meanFreq()","WALKING_UPSTAIRS",9,-0.00195427494897959
"4258","fBodyBodyAccJerkMag-mean()","WALKING_UPSTAIRS",9,-0.419533108571429
"4259","fBodyBodyAccJerkMag-std()","WALKING_UPSTAIRS",9,-0.484935752040816
"4260","fBodyBodyAccJerkMag-meanFreq()","WALKING_UPSTAIRS",9,0.0257597455510204
"4261","fBodyBodyGyroMag-mean()","WALKING_UPSTAIRS",9,-0.531482693877551
"4262","fBodyBodyGyroMag-std()","WALKING_UPSTAIRS",9,-0.456841325204082
"4263","fBodyBodyGyroMag-meanFreq()","WALKING_UPSTAIRS",9,-0.259962957795918
"4264","fBodyBodyGyroJerkMag-mean()","WALKING_UPSTAIRS",9,-0.734159449387755
"4265","fBodyBodyGyroJerkMag-std()","WALKING_UPSTAIRS",9,-0.787781590816326
"4266","fBodyBodyGyroJerkMag-meanFreq()","WALKING_UPSTAIRS",9,0.136001150144898
"4267","tBodyAcc-mean()-X","LAYING",10,0.280230574137931
"4268","tBodyAcc-mean()-Y","LAYING",10,-0.024294484137931
"4269","tBodyAcc-mean()-Z","LAYING",10,-0.117168642362069
"4270","tBodyAcc-std()-X","LAYING",10,-0.968283685
"4271","tBodyAcc-std()-Y","LAYING",10,-0.946454302068966
"4272","tBodyAcc-std()-Z","LAYING",10,-0.95947148637931
"4273","tGravityAcc-mean()-X","LAYING",10,-0.453069737586207
"4274","tGravityAcc-mean()-Y","LAYING",10,-0.139297681034483
"4275","tGravityAcc-mean()-Z","LAYING",10,-0.031121624137931
"4276","tGravityAcc-std()-X","LAYING",10,-0.954531941896552
"4277","tGravityAcc-std()-Y","LAYING",10,-0.966701156034483
"4278","tGravityAcc-std()-Z","LAYING",10,-0.963045642431035
"4279","tBodyAccJerk-mean()-X","LAYING",10,0.073815064487931
"4280","tBodyAccJerk-mean()-Y","LAYING",10,0.015698997097069
"4281","tBodyAccJerk-mean()-Z","LAYING",10,0.00716689586275862
"4282","tBodyAccJerk-std()-X","LAYING",10,-0.978007466724138
"4283","tBodyAccJerk-std()-Y","LAYING",10,-0.966930793448276
"4284","tBodyAccJerk-std()-Z","LAYING",10,-0.976256662586207
"4285","tBodyGyro-mean()-X","LAYING",10,-0.019555937162069
"4286","tBodyGyro-mean()-Y","LAYING",10,-0.0770325657265517
"4287","tBodyGyro-mean()-Z","LAYING",10,0.104720478344828
"4288","tBodyGyro-std()-X","LAYING",10,-0.961713199827586
"4289","tBodyGyro-std()-Y","LAYING",10,-0.953660207586207
"4290","tBodyGyro-std()-Z","LAYING",10,-0.971940597413793
"4291","tBodyGyroJerk-mean()-X","LAYING",10,-0.100308254413793
"4292","tBodyGyroJerk-mean()-Y","LAYING",10,-0.0388797920413793
"4293","tBodyGyroJerk-mean()-Z","LAYING",10,-0.0590744912758621
"4294","tBodyGyroJerk-std()-X","LAYING",10,-0.965900578103448
"4295","tBodyGyroJerk-std()-Y","LAYING",10,-0.966621040344828
"4296","tBodyGyroJerk-std()-Z","LAYING",10,-0.983949302758621
"4297","tBodyAccMag-mean()","LAYING",10,-0.956781819655172
"4298","tBodyAccMag-std()","LAYING",10,-0.940301654482759
"4299","tGravityAccMag-mean()","LAYING",10,-0.956781819655172
"4300","tGravityAccMag-std()","LAYING",10,-0.940301654482759
"4301","tBodyAccJerkMag-mean()","LAYING",10,-0.976234435172414
"4302","tBodyAccJerkMag-std()","LAYING",10,-0.967556980689655
"4303","tBodyGyroMag-mean()","LAYING",10,-0.937590998793103
"4304","tBodyGyroMag-std()","LAYING",10,-0.927471165517241
"4305","tBodyGyroJerkMag-mean()","LAYING",10,-0.970830848965517
"4306","tBodyGyroJerkMag-std()","LAYING",10,-0.959632931551724
"4307","fBodyAcc-mean()-X","LAYING",10,-0.96918420862069
"4308","fBodyAcc-mean()-Y","LAYING",10,-0.954341849137931
"4309","fBodyAcc-mean()-Z","LAYING",10,-0.964300845172414
"4310","fBodyAcc-std()-X","LAYING",10,-0.96796803862069
"4311","fBodyAcc-std()-Y","LAYING",10,-0.946229148258621
"4312","fBodyAcc-std()-Z","LAYING",10,-0.959813667810345
"4313","fBodyAcc-meanFreq()-X","LAYING",10,-0.14052022862069
"4314","fBodyAcc-meanFreq()-Y","LAYING",10,0.200554088396552
"4315","fBodyAcc-meanFreq()-Z","LAYING",10,0.317328874567241
"4316","fBodyAccJerk-mean()-X","LAYING",10,-0.979014668793104
"4317","fBodyAccJerk-mean()-Y","LAYING",10,-0.968039173793103
"4318","fBodyAccJerk-mean()-Z","LAYING",10,-0.972592212931034
"4319","fBodyAccJerk-std()-X","LAYING",10,-0.978904364137931
"4320","fBodyAccJerk-std()-Y","LAYING",10,-0.968120692241379
"4321","fBodyAccJerk-std()-Z","LAYING",10,-0.978582339137931
"4322","fBodyAccJerk-meanFreq()-X","LAYING",10,0.0485572099491379
"4323","fBodyAccJerk-meanFreq()-Y","LAYING",10,0.0425942300482759
"4324","fBodyAccJerk-meanFreq()-Z","LAYING",10,0.146112721943103
"4325","fBodyGyro-mean()-X","LAYING",10,-0.953793912068965
"4326","fBodyGyro-mean()-Y","LAYING",10,-0.954670034482759
"4327","fBodyGyro-mean()-Z","LAYING",10,-0.969755777241379
"4328","fBodyGyro-std()-X","LAYING",10,-0.96454456637931
"4329","fBodyGyro-std()-Y","LAYING",10,-0.953453496551724
"4330","fBodyGyro-std()-Z","LAYING",10,-0.975298797068965
"4331","fBodyGyro-meanFreq()-X","LAYING",10,0.0707575751344828
"4332","fBodyGyro-meanFreq()-Y","LAYING",10,0.0713125646482759
"4333","fBodyGyro-meanFreq()-Z","LAYING",10,0.157620505460345
"4334","fBodyAccMag-mean()","LAYING",10,-0.950848109137931
"4335","fBodyAccMag-std()","LAYING",10,-0.944304974655172
"4336","fBodyAccMag-meanFreq()","LAYING",10,0.260388946262069
"4337","fBodyBodyAccJerkMag-mean()","LAYING",10,-0.968561121551724
"4338","fBodyBodyAccJerkMag-std()","LAYING",10,-0.965377553448276
"4339","fBodyBodyAccJerkMag-meanFreq()","LAYING",10,0.212826187810345
"4340","fBodyBodyGyroMag-mean()","LAYING",10,-0.937692642586207
"4341","fBodyBodyGyroMag-std()","LAYING",10,-0.933701315344828
"4342","fBodyBodyGyroMag-meanFreq()","LAYING",10,0.216535434472414
"4343","fBodyBodyGyroJerkMag-mean()","LAYING",10,-0.960976821551724
"4344","fBodyBodyGyroJerkMag-std()","LAYING",10,-0.960772875517241
"4345","fBodyBodyGyroJerkMag-meanFreq()","LAYING",10,0.202624700274138
"4346","tBodyAcc-mean()-X","SITTING",10,0.270612056481481
"4347","tBodyAcc-mean()-Y","SITTING",10,-0.015042681852037
"4348","tBodyAcc-mean()-Z","SITTING",10,-0.104253238796296
"4349","tBodyAcc-std()-X","SITTING",10,-0.982901825925926
"4350","tBodyAcc-std()-Y","SITTING",10,-0.917979529962963
"4351","tBodyAcc-std()-Z","SITTING",10,-0.967826981666667
"4352","tGravityAcc-mean()-X","SITTING",10,0.791887198148148
"4353","tGravityAcc-mean()-Y","SITTING",10,-0.041260775
"4354","tGravityAcc-mean()-Z","SITTING",10,0.20253457287037
"4355","tGravityAcc-std()-X","SITTING",10,-0.973128354074074
"4356","tGravityAcc-std()-Y","SITTING",10,-0.935690006481481
"4357","tGravityAcc-std()-Z","SITTING",10,-0.966898520555556
"4358","tBodyAccJerk-mean()-X","SITTING",10,0.0775372505185185
"4359","tBodyAccJerk-mean()-Y","SITTING",10,0.00897875458703704
"4360","tBodyAccJerk-mean()-Z","SITTING",10,-0.00499566427666667
"4361","tBodyAccJerk-std()-X","SITTING",10,-0.988946414074074
"4362","tBodyAccJerk-std()-Y","SITTING",10,-0.980756789814815
"4363","tBodyAccJerk-std()-Z","SITTING",10,-0.988255803703704
"4364","tBodyGyro-mean()-X","SITTING",10,-0.0432432176851852
"4365","tBodyGyro-mean()-Y","SITTING",10,-0.0679993598888889
"4366","tBodyGyro-mean()-Z","SITTING",10,0.0745958869444444
"4367","tBodyGyro-std()-X","SITTING",10,-0.988873097222222
"4368","tBodyGyro-std()-Y","SITTING",10,-0.984373304814815
"4369","tBodyGyro-std()-Z","SITTING",10,-0.960445962037037
"4370","tBodyGyroJerk-mean()-X","SITTING",10,-0.0931555026481481
"4371","tBodyGyroJerk-mean()-Y","SITTING",10,-0.0411216540925926
"4372","tBodyGyroJerk-mean()-Z","SITTING",10,-0.048941191502963
"4373","tBodyGyroJerk-std()-X","SITTING",10,-0.992326657222222
"4374","tBodyGyroJerk-std()-Y","SITTING",10,-0.992584494814815
"4375","tBodyGyroJerk-std()-Z","SITTING",10,-0.990259813148148
"4376","tBodyAccMag-mean()","SITTING",10,-0.96075719962963
"4377","tBodyAccMag-std()","SITTING",10,-0.939669591481481
"4378","tGravityAccMag-mean()","SITTING",10,-0.96075719962963
"4379","tGravityAccMag-std()","SITTING",10,-0.939669591481481
"4380","tBodyAccJerkMag-mean()","SITTING",10,-0.988054237592593
"4381","tBodyAccJerkMag-std()","SITTING",10,-0.985209856296296
"4382","tBodyGyroMag-mean()","SITTING",10,-0.944202043703704
"4383","tBodyGyroMag-std()","SITTING",10,-0.963064577592593
"4384","tBodyGyroJerkMag-mean()","SITTING",10,-0.993707487592593
"4385","tBodyGyroJerkMag-std()","SITTING",10,-0.991696196481481
"4386","fBodyAcc-mean()-X","SITTING",10,-0.984943144259259
"4387","fBodyAcc-mean()-Y","SITTING",10,-0.9404502
"4388","fBodyAcc-mean()-Z","SITTING",10,-0.97464465462963
"4389","fBodyAcc-std()-X","SITTING",10,-0.982242427777778
"4390","fBodyAcc-std()-Y","SITTING",10,-0.912838063018519
"4391","fBodyAcc-std()-Z","SITTING",10,-0.966121042592593
"4392","fBodyAcc-meanFreq()-X","SITTING",10,-0.0826140728898148
"4393","fBodyAcc-meanFreq()-Y","SITTING",10,0.0279319737981482
"4394","fBodyAcc-meanFreq()-Z","SITTING",10,0.23364402002912
"4395","fBodyAccJerk-mean()-X","SITTING",10,-0.989365013888889
"4396","fBodyAccJerk-mean()-Y","SITTING",10,-0.980962856111111
"4397","fBodyAccJerk-mean()-Z","SITTING",10,-0.986056767777778
"4398","fBodyAccJerk-std()-X","SITTING",10,-0.989550917407407
"4399","fBodyAccJerk-std()-Y","SITTING",10,-0.982045591111111
"4400","fBodyAccJerk-std()-Z","SITTING",10,-0.98911086
"4401","fBodyAccJerk-meanFreq()-X","SITTING",10,0.193449216333333
"4402","fBodyAccJerk-meanFreq()-Y","SITTING",10,-0.0261859265331481
"4403","fBodyAccJerk-meanFreq()-Z","SITTING",10,0.117530736503704
"4404","fBodyGyro-mean()-X","SITTING",10,-0.986477363333333
"4405","fBodyGyro-mean()-Y","SITTING",10,-0.986179215555556
"4406","fBodyGyro-mean()-Z","SITTING",10,-0.96539546962963
"4407","fBodyGyro-std()-X","SITTING",10,-0.989712360740741
"4408","fBodyGyro-std()-Y","SITTING",10,-0.983579646666667
"4409","fBodyGyro-std()-Z","SITTING",10,-0.962418559814815
"4410","fBodyGyro-meanFreq()-X","SITTING",10,0.214105020574074
"4411","fBodyGyro-meanFreq()-Y","SITTING",10,0.0677252285555556
"4412","fBodyGyro-meanFreq()-Z","SITTING",10,-0.084443595962963
"4413","fBodyAccMag-mean()","SITTING",10,-0.955281010740741
"4414","fBodyAccMag-std()","SITTING",10,-0.941511952777778
"4415","fBodyAccMag-meanFreq()","SITTING",10,0.221566081296296
"4416","fBodyBodyAccJerkMag-mean()","SITTING",10,-0.985900801111111
"4417","fBodyBodyAccJerkMag-std()","SITTING",10,-0.983266741481482
"4418","fBodyBodyAccJerkMag-meanFreq()","SITTING",10,0.324762092796296
"4419","fBodyBodyGyroMag-mean()","SITTING",10,-0.974459732592593
"4420","fBodyBodyGyroMag-std()","SITTING",10,-0.962459956111111
"4421","fBodyBodyGyroMag-meanFreq()","SITTING",10,0.00581337385185185
"4422","fBodyBodyGyroJerkMag-mean()","SITTING",10,-0.992191529259259
"4423","fBodyBodyGyroJerkMag-std()","SITTING",10,-0.991409100925926
"4424","fBodyBodyGyroJerkMag-meanFreq()","SITTING",10,0.344008502777778
"4425","tBodyAcc-mean()-X","STANDING",10,0.276650300681818
"4426","tBodyAcc-mean()-Y","STANDING",10,-0.0155418603409091
"4427","tBodyAcc-mean()-Z","STANDING",10,-0.107964083931818
"4428","tBodyAcc-std()-X","STANDING",10,-0.978403481818182
"4429","tBodyAcc-std()-Y","STANDING",10,-0.919561843409091
"4430","tBodyAcc-std()-Z","STANDING",10,-0.941271440454545
"4431","tGravityAcc-mean()-X","STANDING",10,0.954008785454545
"4432","tGravityAcc-mean()-Y","STANDING",10,-0.0431597830454545
"4433","tGravityAcc-mean()-Z","STANDING",10,0.0346980210431818
"4434","tGravityAcc-std()-X","STANDING",10,-0.991259485
"4435","tGravityAcc-std()-Y","STANDING",10,-0.975410724090909
"4436","tGravityAcc-std()-Z","STANDING",10,-0.959579657727273
"4437","tBodyAccJerk-mean()-X","STANDING",10,0.0809784390227273
"4438","tBodyAccJerk-mean()-Y","STANDING",10,0.0119007630575
"4439","tBodyAccJerk-mean()-Z","STANDING",10,-0.00485841031477273
"4440","tBodyAccJerk-std()-X","STANDING",10,-0.964311490454545
"4441","tBodyAccJerk-std()-Y","STANDING",10,-0.941328663409091
"4442","tBodyAccJerk-std()-Z","STANDING",10,-0.9764306
"4443","tBodyGyro-mean()-X","STANDING",10,-0.0281854325604545
"4444","tBodyGyro-mean()-Y","STANDING",10,-0.0876820486363636
"4445","tBodyGyro-mean()-Z","STANDING",10,0.103251560681818
"4446","tBodyGyro-std()-X","STANDING",10,-0.929895057954545
"4447","tBodyGyro-std()-Y","STANDING",10,-0.958861164090909
"4448","tBodyGyro-std()-Z","STANDING",10,-0.953681099545455
"4449","tBodyGyroJerk-mean()-X","STANDING",10,-0.104753833181818
"4450","tBodyGyroJerk-mean()-Y","STANDING",10,-0.0371593000727273
"4451","tBodyGyroJerk-mean()-Z","STANDING",10,-0.0584162547045455
"4452","tBodyGyroJerk-std()-X","STANDING",10,-0.950367548409091
"4453","tBodyGyroJerk-std()-Y","STANDING",10,-0.976445016590909
"4454","tBodyGyroJerk-std()-Z","STANDING",10,-0.969051030681818
"4455","tBodyAccMag-mean()","STANDING",10,-0.951988907954545
"4456","tBodyAccMag-std()","STANDING",10,-0.937264537954545
"4457","tGravityAccMag-mean()","STANDING",10,-0.951988907954545
"4458","tGravityAccMag-std()","STANDING",10,-0.937264537954545
"4459","tBodyAccJerkMag-mean()","STANDING",10,-0.965163818409091
"4460","tBodyAccJerkMag-std()","STANDING",10,-0.952058214545455
"4461","tBodyGyroMag-mean()","STANDING",10,-0.929787259772727
"4462","tBodyGyroMag-std()","STANDING",10,-0.920486810227273
"4463","tBodyGyroJerkMag-mean()","STANDING",10,-0.971637661590909
"4464","tBodyGyroJerkMag-std()","STANDING",10,-0.964409410454545
"4465","fBodyAcc-mean()-X","STANDING",10,-0.970099814318182
"4466","fBodyAcc-mean()-Y","STANDING",10,-0.923378745227273
"4467","fBodyAcc-mean()-Z","STANDING",10,-0.955272383863636
"4468","fBodyAcc-std()-X","STANDING",10,-0.982949246136364
"4469","fBodyAcc-std()-Y","STANDING",10,-0.921860476590909
"4470","fBodyAcc-std()-Z","STANDING",10,-0.938098683181818
"4471","fBodyAcc-meanFreq()-X","STANDING",10,0.159123629063636
"4472","fBodyAcc-meanFreq()-Y","STANDING",10,-0.0126234259545455
"4473","fBodyAcc-meanFreq()-Z","STANDING",10,0.0776098480747727
"4474","fBodyAccJerk-mean()-X","STANDING",10,-0.963565166136364
"4475","fBodyAccJerk-mean()-Y","STANDING",10,-0.942187760454545
"4476","fBodyAccJerk-mean()-Z","STANDING",10,-0.972241512272727
"4477","fBodyAccJerk-std()-X","STANDING",10,-0.968612135909091
"4478","fBodyAccJerk-std()-Y","STANDING",10,-0.944847393636364
"4479","fBodyAccJerk-std()-Z","STANDING",10,-0.979428729090909
"4480","fBodyAccJerk-meanFreq()-X","STANDING",10,0.253301389636364
"4481","fBodyAccJerk-meanFreq()-Y","STANDING",10,-0.187095243409091
"4482","fBodyAccJerk-meanFreq()-Z","STANDING",10,0.00562873853409091
"4483","fBodyGyro-mean()-X","STANDING",10,-0.924005912954545
"4484","fBodyGyro-mean()-Y","STANDING",10,-0.960323800909091
"4485","fBodyGyro-mean()-Z","STANDING",10,-0.950915730909091
"4486","fBodyGyro-std()-X","STANDING",10,-0.932273942727273
"4487","fBodyGyro-std()-Y","STANDING",10,-0.958399857954545
"4488","fBodyGyro-std()-Z","STANDING",10,-0.958901257272727
"4489","fBodyGyro-meanFreq()-X","STANDING",10,-0.281787222606818
"4490","fBodyGyro-meanFreq()-Y","STANDING",10,-0.164082230704545
"4491","fBodyGyro-meanFreq()-Z","STANDING",10,-0.0988874452431818
"4492","fBodyAccMag-mean()","STANDING",10,-0.9401101675
"4493","fBodyAccMag-std()","STANDING",10,-0.945048242954545
"4494","fBodyAccMag-meanFreq()","STANDING",10,0.0902454673818182
"4495","fBodyBodyAccJerkMag-mean()","STANDING",10,-0.951633690454545
"4496","fBodyBodyAccJerkMag-std()","STANDING",10,-0.952105964545455
"4497","fBodyBodyAccJerkMag-meanFreq()","STANDING",10,0.197319524797727
"4498","fBodyBodyGyroMag-mean()","STANDING",10,-0.937786743409091
"4499","fBodyBodyGyroMag-std()","STANDING",10,-0.922961550454545
"4500","fBodyBodyGyroMag-meanFreq()","STANDING",10,-0.226492596295455
"4501","fBodyBodyGyroJerkMag-mean()","STANDING",10,-0.965614081363636
"4502","fBodyBodyGyroJerkMag-std()","STANDING",10,-0.965055815454545
"4503","fBodyBodyGyroJerkMag-meanFreq()","STANDING",10,0.0133897488363636
"4504","tBodyAcc-mean()-X","WALKING",10,0.278574076603774
"4505","tBodyAcc-mean()-Y","WALKING",10,-0.017022351190566
"4506","tBodyAcc-mean()-Z","WALKING",10,-0.109057512132075
"4507","tBodyAcc-std()-X","WALKING",10,-0.178709734396226
"4508","tBodyAcc-std()-Y","WALKING",10,-0.0227431651698113
"4509","tBodyAcc-std()-Z","WALKING",10,-0.395645072075472
"4510","tGravityAcc-mean()-X","WALKING",10,0.963092149811321
"4511","tGravityAcc-mean()-Y","WALKING",10,-0.0838277013962264
